starttime	seconds	ctime	dtime	ttime	wait
Mon Sep 17 09:34:18 2018	1537169658	1123	1383	2507	1338
Mon Sep 17 09:32:56 2018	1537169576	1401	1108	2508	1096
Mon Sep 17 09:32:56 2018	1537169576	1444	1065	2509	1053
Mon Sep 17 09:32:56 2018	1537169576	1401	1108	2509	1096
Mon Sep 17 09:35:57 2018	1537169757	1752	763	2514	762
Mon Sep 17 09:31:05 2018	1537169465	1203	1314	2517	1313
Mon Sep 17 09:31:05 2018	1537169465	1205	1314	2519	1314
Mon Sep 17 09:34:00 2018	1537169640	1458	1062	2520	1062
Mon Sep 17 09:34:19 2018	1537169659	1320	1200	2521	1200
Mon Sep 17 09:34:19 2018	1537169659	1320	1200	2521	1200
Mon Sep 17 09:31:30 2018	1537169490	1263	1259	2523	1226
Mon Sep 17 09:31:30 2018	1537169490	1240	1282	2523	1249
Mon Sep 17 09:31:30 2018	1537169490	1336	1188	2524	1154
Mon Sep 17 09:31:30 2018	1537169490	1356	1168	2524	1135
Mon Sep 17 09:31:30 2018	1537169490	1336	1188	2524	1154
Mon Sep 17 09:31:30 2018	1537169490	1321	1204	2524	1170
Mon Sep 17 09:31:30 2018	1537169490	1280	1245	2525	1211
Mon Sep 17 09:31:30 2018	1537169490	1308	1217	2525	1183
Mon Sep 17 09:31:30 2018	1537169490	1308	1217	2525	1184
Mon Sep 17 09:34:00 2018	1537169640	1460	1065	2525	1064
Mon Sep 17 09:31:30 2018	1537169490	1281	1245	2526	1211
Mon Sep 17 09:36:02 2018	1537169762	1609	920	2529	920
Mon Sep 17 09:36:02 2018	1537169762	1598	931	2530	931
Mon Sep 17 09:36:02 2018	1537169762	1614	916	2530	916
Mon Sep 17 09:36:02 2018	1537169762	1595	935	2530	934
Mon Sep 17 09:36:02 2018	1537169762	1595	935	2530	934
Mon Sep 17 09:32:28 2018	1537169548	1474	1059	2533	1058
Mon Sep 17 09:31:57 2018	1537169517	1601	934	2534	916
Mon Sep 17 09:35:10 2018	1537169710	1718	824	2541	819
Mon Sep 17 09:33:59 2018	1537169639	1210	1334	2544	1334
Mon Sep 17 09:32:03 2018	1537169523	757	1791	2548	1311
Mon Sep 17 09:33:38 2018	1537169618	1340	1211	2552	1047
Mon Sep 17 09:35:34 2018	1537169734	1738	815	2553	813
Mon Sep 17 09:33:51 2018	1537169631	1241	1313	2554	1313
Mon Sep 17 09:33:51 2018	1537169631	1271	1283	2554	1283
Mon Sep 17 09:33:51 2018	1537169631	1302	1252	2555	1252
Mon Sep 17 09:35:34 2018	1537169734	1768	787	2556	786
Mon Sep 17 09:35:34 2018	1537169734	1797	758	2556	757
Mon Sep 17 09:33:51 2018	1537169631	1322	1234	2556	1233
Mon Sep 17 09:33:51 2018	1537169631	1333	1223	2556	1222
Mon Sep 17 09:33:51 2018	1537169631	1273	1284	2557	1283
Mon Sep 17 09:33:51 2018	1537169631	1271	1286	2557	1285
Mon Sep 17 09:33:51 2018	1537169631	1272	1285	2558	1285
Mon Sep 17 09:32:07 2018	1537169527	956	1603	2559	1557
Mon Sep 17 09:34:12 2018	1537169652	1298	1261	2559	1261
Mon Sep 17 09:32:07 2018	1537169527	957	1603	2559	1557
Mon Sep 17 09:33:51 2018	1537169631	1240	1319	2560	1319
Mon Sep 17 09:34:12 2018	1537169652	1300	1260	2560	1259
Mon Sep 17 09:33:51 2018	1537169631	1273	1287	2560	1287
Mon Sep 17 09:33:51 2018	1537169631	1272	1288	2561	1288
Mon Sep 17 09:32:07 2018	1537169527	925	1635	2561	1590
Mon Sep 17 09:35:34 2018	1537169734	1773	788	2561	786
Mon Sep 17 09:34:12 2018	1537169652	1304	1257	2561	1255
Mon Sep 17 09:34:12 2018	1537169652	1302	1260	2562	1257
Mon Sep 17 09:34:12 2018	1537169652	1300	1262	2562	1260
Mon Sep 17 09:32:21 2018	1537169541	1036	1528	2564	1528
Mon Sep 17 09:32:21 2018	1537169541	1036	1528	2564	1528
Mon Sep 17 09:32:21 2018	1537169541	1037	1528	2565	1528
Mon Sep 17 09:34:40 2018	1537169680	1494	1073	2567	1072
Mon Sep 17 09:32:21 2018	1537169541	1051	1519	2570	1514
Mon Sep 17 09:32:09 2018	1537169529	1432	1138	2570	1128
Mon Sep 17 09:32:21 2018	1537169541	1036	1535	2570	1528
Mon Sep 17 09:32:09 2018	1537169529	1434	1137	2570	1127
Mon Sep 17 09:35:57 2018	1537169757	1786	786	2571	785
Mon Sep 17 09:35:57 2018	1537169757	1834	737	2572	736
Mon Sep 17 09:35:57 2018	1537169757	1786	786	2572	785
Mon Sep 17 09:32:21 2018	1537169541	1038	1534	2572	1526
Mon Sep 17 09:32:21 2018	1537169541	1037	1535	2572	1528
Mon Sep 17 09:35:57 2018	1537169757	1786	786	2572	785
Mon Sep 17 09:32:21 2018	1537169541	1067	1505	2572	1498
Mon Sep 17 09:33:49 2018	1537169629	1484	1088	2572	1055
Mon Sep 17 09:32:21 2018	1537169541	1038	1534	2572	1534
Mon Sep 17 09:35:57 2018	1537169757	1809	763	2572	762
Mon Sep 17 09:33:49 2018	1537169629	1484	1089	2573	1055
Mon Sep 17 09:35:57 2018	1537169757	1774	799	2573	798
Mon Sep 17 09:32:09 2018	1537169529	1434	1139	2573	1128
Mon Sep 17 09:31:19 2018	1537169479	1414	1161	2575	1136
Mon Sep 17 09:31:19 2018	1537169479	1415	1161	2576	1137
Mon Sep 17 09:31:19 2018	1537169479	1415	1161	2576	1137
Mon Sep 17 09:31:19 2018	1537169479	1371	1205	2576	1181
Mon Sep 17 09:31:19 2018	1537169479	1299	1278	2577	1253
Mon Sep 17 09:31:19 2018	1537169479	1238	1339	2577	1315
Mon Sep 17 09:31:19 2018	1537169479	1238	1339	2577	1315
Mon Sep 17 09:31:19 2018	1537169479	1616	962	2578	939
Mon Sep 17 09:31:19 2018	1537169479	1666	912	2578	888
Mon Sep 17 09:31:19 2018	1537169479	1454	1124	2578	1100
Mon Sep 17 09:31:19 2018	1537169479	1453	1125	2578	1101
Mon Sep 17 09:31:19 2018	1537169479	1592	986	2578	962
Mon Sep 17 09:31:19 2018	1537169479	1652	926	2578	901
Mon Sep 17 09:31:19 2018	1537169479	1454	1124	2578	1100
Mon Sep 17 09:31:19 2018	1537169479	1632	947	2578	922
Mon Sep 17 09:31:19 2018	1537169479	1669	910	2578	886
Mon Sep 17 09:31:19 2018	1537169479	1643	936	2578	911
Mon Sep 17 09:31:19 2018	1537169479	1642	936	2579	913
Mon Sep 17 09:31:19 2018	1537169479	1629	950	2579	925
Mon Sep 17 09:31:19 2018	1537169479	1592	986	2579	963
Mon Sep 17 09:31:19 2018	1537169479	1616	963	2579	939
Mon Sep 17 09:31:19 2018	1537169479	1699	880	2579	856
Mon Sep 17 09:35:34 2018	1537169734	1796	787	2584	786
Mon Sep 17 09:35:34 2018	1537169734	1796	787	2584	786
Mon Sep 17 09:31:28 2018	1537169488	1807	778	2585	776
Mon Sep 17 09:35:55 2018	1537169755	1110	1475	2585	1474
Mon Sep 17 09:35:55 2018	1537169755	1147	1439	2585	1437
Mon Sep 17 09:35:55 2018	1537169755	1155	1431	2585	1430
Mon Sep 17 09:31:35 2018	1537169495	1730	856	2586	770
Mon Sep 17 09:35:55 2018	1537169755	1146	1440	2586	1438
Mon Sep 17 09:35:55 2018	1537169755	1149	1437	2586	1436
Mon Sep 17 09:31:28 2018	1537169488	1810	776	2587	776
Mon Sep 17 09:31:28 2018	1537169488	1780	807	2587	807
Mon Sep 17 09:34:12 2018	1537169652	1315	1272	2587	1245
Mon Sep 17 09:31:28 2018	1537169488	1768	820	2588	820
Mon Sep 17 09:32:39 2018	1537169559	1189	1400	2589	1399
Mon Sep 17 09:31:56 2018	1537169516	1738	852	2590	852
Mon Sep 17 09:34:40 2018	1537169680	1516	1074	2590	1071
Mon Sep 17 09:33:33 2018	1537169613	2063	530	2592	529
Mon Sep 17 09:31:35 2018	1537169495	1723	870	2593	784
Mon Sep 17 09:34:04 2018	1537169644	1608	986	2594	975
Mon Sep 17 09:31:35 2018	1537169495	1723	870	2594	785
Mon Sep 17 09:31:28 2018	1537169488	1724	876	2600	875
Mon Sep 17 09:33:49 2018	1537169629	1786	814	2600	753
Mon Sep 17 09:31:28 2018	1537169488	1844	757	2601	757
Mon Sep 17 09:33:49 2018	1537169629	1798	803	2601	743
Mon Sep 17 09:33:27 2018	1537169607	1526	1076	2601	1074
Mon Sep 17 09:33:49 2018	1537169629	1798	804	2602	743
Mon Sep 17 09:33:27 2018	1537169607	1526	1076	2602	1074
Mon Sep 17 09:32:17 2018	1537169537	2013	589	2602	583
Mon Sep 17 09:31:34 2018	1537169494	1342	1261	2602	1260
Mon Sep 17 09:31:34 2018	1537169494	1342	1261	2602	1261
Mon Sep 17 09:31:28 2018	1537169488	1844	758	2602	758
Mon Sep 17 09:33:29 2018	1537169609	1187	1417	2605	1414
Mon Sep 17 09:33:12 2018	1537169592	926	1682	2608	1611
Mon Sep 17 09:33:12 2018	1537169592	916	1693	2609	1622
Mon Sep 17 09:32:39 2018	1537169559	1349	1261	2611	1261
Mon Sep 17 09:32:39 2018	1537169559	1383	1228	2611	1227
Mon Sep 17 09:32:39 2018	1537169559	1260	1351	2611	1351
Mon Sep 17 09:35:34 2018	1537169734	1959	661	2620	660
Mon Sep 17 09:33:31 2018	1537169611	1623	997	2620	997
Mon Sep 17 09:34:40 2018	1537169680	1551	1071	2622	1071
Mon Sep 17 09:33:31 2018	1537169611	1645	977	2622	973
Mon Sep 17 09:33:31 2018	1537169611	1653	970	2623	969
Mon Sep 17 09:34:12 2018	1537169652	1306	1318	2624	1317
Mon Sep 17 09:33:31 2018	1537169611	1623	1002	2625	1002
Mon Sep 17 09:34:12 2018	1537169652	1343	1282	2625	1282
Mon Sep 17 09:33:31 2018	1537169611	1624	1002	2625	1001
Mon Sep 17 09:33:31 2018	1537169611	1623	1002	2625	1002
Mon Sep 17 09:32:12 2018	1537169532	1843	782	2626	776
Mon Sep 17 09:33:31 2018	1537169611	1635	991	2626	991
Mon Sep 17 09:33:27 2018	1537169607	1669	958	2627	955
Mon Sep 17 09:32:12 2018	1537169532	1807	820	2627	813
Mon Sep 17 09:33:27 2018	1537169607	1876	751	2627	748
Mon Sep 17 09:33:27 2018	1537169607	1876	751	2627	747
Mon Sep 17 09:32:12 2018	1537169532	1829	798	2628	791
Mon Sep 17 09:32:12 2018	1537169532	1830	798	2628	791
Mon Sep 17 09:33:31 2018	1537169611	1623	1006	2629	1005
Mon Sep 17 09:33:31 2018	1537169611	1682	947	2629	946
Mon Sep 17 09:33:31 2018	1537169611	1601	1028	2629	1028
Mon Sep 17 09:33:31 2018	1537169611	1644	986	2629	985
Mon Sep 17 09:36:10 2018	1537169770	1482	1148	2630	1147
Mon Sep 17 09:33:46 2018	1537169626	1755	875	2630	874
Mon Sep 17 09:33:31 2018	1537169611	1623	1007	2630	1001
Mon Sep 17 09:33:31 2018	1537169611	1623	1008	2631	1007
Mon Sep 17 09:33:31 2018	1537169611	1670	961	2632	957
Mon Sep 17 09:33:31 2018	1537169611	1623	1009	2632	1008
Mon Sep 17 09:33:31 2018	1537169611	1619	1013	2632	1009
Mon Sep 17 09:31:28 2018	1537169488	1904	729	2633	729
Mon Sep 17 09:33:31 2018	1537169611	1623	1011	2634	1007
Mon Sep 17 09:35:10 2018	1537169710	1766	870	2636	867
Mon Sep 17 09:35:34 2018	1537169734	1785	855	2640	855
Mon Sep 17 09:32:05 2018	1537169525	1266	1378	2644	1363
Mon Sep 17 09:32:05 2018	1537169525	1266	1378	2644	1363
Mon Sep 17 09:32:05 2018	1537169525	1251	1393	2644	1378
Mon Sep 17 09:33:26 2018	1537169606	976	1670	2646	1669
Mon Sep 17 09:33:26 2018	1537169606	908	1739	2647	1738
Mon Sep 17 09:33:26 2018	1537169606	977	1670	2647	1669
Mon Sep 17 09:33:26 2018	1537169606	908	1740	2648	1739
Mon Sep 17 09:33:26 2018	1537169606	977	1671	2648	1670
Mon Sep 17 09:33:26 2018	1537169606	977	1671	2648	1669
Mon Sep 17 09:35:34 2018	1537169734	1861	788	2648	786
Mon Sep 17 09:35:21 2018	1537169721	1378	1271	2648	1257
Mon Sep 17 09:35:34 2018	1537169734	1861	788	2649	787
Mon Sep 17 09:35:34 2018	1537169734	1849	800	2649	799
Mon Sep 17 09:35:34 2018	1537169734	1861	789	2649	787
Mon Sep 17 09:35:34 2018	1537169734	1849	800	2649	799
Mon Sep 17 09:35:34 2018	1537169734	1861	788	2649	786
Mon Sep 17 09:35:34 2018	1537169734	1861	789	2649	787
Mon Sep 17 09:35:34 2018	1537169734	1861	789	2649	787
Mon Sep 17 09:35:34 2018	1537169734	1861	789	2649	787
Mon Sep 17 09:35:34 2018	1537169734	1849	801	2650	800
Mon Sep 17 09:35:34 2018	1537169734	1861	789	2650	787
Mon Sep 17 09:34:21 2018	1537169661	1479	1175	2653	1040
Mon Sep 17 09:34:21 2018	1537169661	1429	1225	2654	1225
Mon Sep 17 09:34:21 2018	1537169661	1504	1149	2654	1149
Mon Sep 17 09:34:21 2018	1537169661	1429	1226	2654	1225
Mon Sep 17 09:33:46 2018	1537169626	1780	875	2654	874
Mon Sep 17 09:34:21 2018	1537169661	1467	1188	2655	1187
Mon Sep 17 09:33:46 2018	1537169626	1798	857	2655	857
Mon Sep 17 09:33:46 2018	1537169626	1798	857	2655	856
Mon Sep 17 09:34:21 2018	1537169661	1467	1189	2655	1187
Mon Sep 17 09:32:32 2018	1537169552	1524	1132	2656	1132
Mon Sep 17 09:34:21 2018	1537169661	1452	1204	2656	1203
Mon Sep 17 09:34:21 2018	1537169661	1452	1204	2656	1202
Mon Sep 17 09:32:27 2018	1537169547	1252	1404	2656	1402
Mon Sep 17 09:32:14 2018	1537169534	1831	825	2657	825
Mon Sep 17 09:32:14 2018	1537169534	1831	826	2657	826
Mon Sep 17 09:32:14 2018	1537169534	1831	826	2657	826
Mon Sep 17 09:32:14 2018	1537169534	1831	826	2658	826
Mon Sep 17 09:35:55 2018	1537169755	1221	1438	2660	1437
Mon Sep 17 09:31:12 2018	1537169472	1864	797	2661	797
Mon Sep 17 09:32:04 2018	1537169524	1363	1300	2663	1281
Mon Sep 17 09:32:04 2018	1537169524	1391	1272	2663	1251
Mon Sep 17 09:32:04 2018	1537169524	1414	1249	2663	1230
Mon Sep 17 09:32:04 2018	1537169524	1391	1273	2663	1254
Mon Sep 17 09:32:04 2018	1537169524	1508	1155	2664	1136
Mon Sep 17 09:32:04 2018	1537169524	1389	1275	2664	1256
Mon Sep 17 09:33:48 2018	1537169628	1109	1555	2664	1487
Mon Sep 17 09:33:48 2018	1537169628	1110	1554	2664	1486
Mon Sep 17 09:32:04 2018	1537169524	1389	1276	2664	1256
Mon Sep 17 09:33:48 2018	1537169628	1110	1554	2664	1486
Mon Sep 17 09:33:48 2018	1537169628	1047	1617	2664	1564
Mon Sep 17 09:32:04 2018	1537169524	1503	1162	2664	1143
Mon Sep 17 09:32:04 2018	1537169524	1473	1191	2665	1172
Mon Sep 17 09:33:48 2018	1537169628	1111	1554	2665	1486
Mon Sep 17 09:32:04 2018	1537169524	1473	1192	2665	1172
Mon Sep 17 09:31:12 2018	1537169472	1881	787	2668	787
Mon Sep 17 09:33:12 2018	1537169592	1123	1548	2671	1547
Mon Sep 17 09:32:28 2018	1537169548	1620	1052	2672	1051
Mon Sep 17 09:35:34 2018	1537169734	2056	617	2673	616
Mon Sep 17 09:33:12 2018	1537169592	1126	1548	2673	1547
Mon Sep 17 09:33:12 2018	1537169592	1128	1548	2676	1547
Mon Sep 17 09:31:52 2018	1537169512	1682	994	2676	981
Mon Sep 17 09:34:12 2018	1537169652	1102	1574	2676	1298
Mon Sep 17 09:31:52 2018	1537169512	1698	979	2676	965
Mon Sep 17 09:33:12 2018	1537169592	1130	1547	2677	1546
Mon Sep 17 09:32:14 2018	1537169534	1843	838	2682	838
Mon Sep 17 09:32:14 2018	1537169534	1844	838	2682	838
Mon Sep 17 09:32:03 2018	1537169523	1049	1634	2683	1441
Mon Sep 17 09:31:12 2018	1537169472	1898	786	2684	786
Mon Sep 17 09:32:32 2018	1537169552	1549	1136	2685	1136
Mon Sep 17 09:31:12 2018	1537169472	1898	788	2687	787
Mon Sep 17 09:31:33 2018	1537169493	1251	1437	2689	1188
Mon Sep 17 09:32:03 2018	1537169523	1050	1640	2690	1442
Mon Sep 17 09:34:40 2018	1537169680	1627	1066	2693	1064
Mon Sep 17 09:32:28 2018	1537169548	1636	1060	2696	1059
Mon Sep 17 09:32:28 2018	1537169548	1639	1058	2697	1056
Mon Sep 17 09:32:28 2018	1537169548	1640	1058	2698	1057
Mon Sep 17 09:33:15 2018	1537169595	2123	576	2699	575
Mon Sep 17 09:32:28 2018	1537169548	1644	1057	2701	1050
Mon Sep 17 09:32:28 2018	1537169548	1644	1059	2703	1056
Mon Sep 17 09:32:28 2018	1537169548	1644	1059	2703	1058
Mon Sep 17 09:35:31 2018	1537169731	1296	1415	2710	1086
Mon Sep 17 09:32:40 2018	1537169560	1541	1172	2713	1170
Mon Sep 17 09:34:40 2018	1537169680	1621	1095	2716	1094
Mon Sep 17 09:34:40 2018	1537169680	1635	1082	2717	1081
Mon Sep 17 09:31:23 2018	1537169483	1628	1089	2717	1024
Mon Sep 17 09:31:23 2018	1537169483	1629	1088	2717	1023
Mon Sep 17 09:31:23 2018	1537169483	1628	1089	2718	1024
Mon Sep 17 09:31:23 2018	1537169483	1629	1089	2718	1023
Mon Sep 17 09:32:14 2018	1537169534	1769	949	2718	947
Mon Sep 17 09:31:23 2018	1537169483	1629	1089	2718	1024
Mon Sep 17 09:31:05 2018	1537169465	1132	1593	2724	1567
Mon Sep 17 09:34:34 2018	1537169674	1614	1111	2725	1108
Mon Sep 17 09:31:05 2018	1537169465	1723	1003	2726	977
Mon Sep 17 09:31:05 2018	1537169465	1150	1576	2726	1550
Mon Sep 17 09:34:25 2018	1537169665	1434	1293	2726	1292
Mon Sep 17 09:31:05 2018	1537169465	1132	1594	2726	1568
Mon Sep 17 09:31:05 2018	1537169465	1145	1582	2728	1556
Mon Sep 17 09:31:05 2018	1537169465	1135	1593	2728	1567
Mon Sep 17 09:31:05 2018	1537169465	1135	1593	2728	1567
Mon Sep 17 09:34:55 2018	1537169695	1325	1403	2728	1232
Mon Sep 17 09:32:28 2018	1537169548	1673	1057	2730	1050
Mon Sep 17 09:32:28 2018	1537169548	1673	1058	2731	1057
Mon Sep 17 09:32:28 2018	1537169548	1674	1058	2731	1051
Mon Sep 17 09:32:28 2018	1537169548	1673	1060	2732	1058
Mon Sep 17 09:32:39 2018	1537169559	1383	1350	2733	1350
Mon Sep 17 09:32:28 2018	1537169548	1673	1061	2734	1060
Mon Sep 17 09:32:28 2018	1537169548	1673	1061	2734	1060
Mon Sep 17 09:32:39 2018	1537169559	1414	1320	2734	1320
Mon Sep 17 09:32:39 2018	1537169559	1415	1320	2734	1319
Mon Sep 17 09:32:28 2018	1537169548	1714	1020	2735	1013
Mon Sep 17 09:32:28 2018	1537169548	1711	1024	2735	1023
Mon Sep 17 09:31:28 2018	1537169488	1978	757	2735	757
Mon Sep 17 09:31:28 2018	1537169488	1977	758	2735	758
Mon Sep 17 09:31:28 2018	1537169488	1977	759	2735	758
Mon Sep 17 09:31:28 2018	1537169488	1978	758	2736	758
Mon Sep 17 09:32:28 2018	1537169548	1708	1035	2743	1034
Mon Sep 17 09:32:10 2018	1537169530	1346	1402	2747	1400
Mon Sep 17 09:32:14 2018	1537169534	1813	936	2748	935
Mon Sep 17 09:34:40 2018	1537169680	1676	1073	2750	1072
Mon Sep 17 09:33:24 2018	1537169604	1735	1017	2752	933
Mon Sep 17 09:33:27 2018	1537169607	1766	986	2752	983
Mon Sep 17 09:33:27 2018	1537169607	1767	986	2752	983
Mon Sep 17 09:33:27 2018	1537169607	1708	1045	2753	1043
Mon Sep 17 09:33:27 2018	1537169607	1753	1000	2753	997
Mon Sep 17 09:33:27 2018	1537169607	1723	1030	2754	1028
Mon Sep 17 09:33:27 2018	1537169607	1679	1075	2754	1073
Mon Sep 17 09:33:27 2018	1537169607	1679	1075	2754	1073
Mon Sep 17 09:33:27 2018	1537169607	1798	956	2754	953
Mon Sep 17 09:33:27 2018	1537169607	1982	772	2754	768
Mon Sep 17 09:33:27 2018	1537169607	1753	1001	2754	998
Mon Sep 17 09:33:27 2018	1537169607	1680	1074	2754	1073
Mon Sep 17 09:33:27 2018	1537169607	1978	777	2754	773
Mon Sep 17 09:33:27 2018	1537169607	1695	1059	2754	1056
Mon Sep 17 09:33:27 2018	1537169607	1680	1074	2754	1073
Mon Sep 17 09:33:27 2018	1537169607	1967	787	2754	784
Mon Sep 17 09:33:27 2018	1537169607	1680	1074	2754	1073
Mon Sep 17 09:33:27 2018	1537169607	1991	764	2755	760
Mon Sep 17 09:33:27 2018	1537169607	1680	1074	2755	1073
Mon Sep 17 09:33:27 2018	1537169607	1679	1076	2755	1074
Mon Sep 17 09:32:40 2018	1537169560	1589	1166	2755	1165
Mon Sep 17 09:33:27 2018	1537169607	1798	957	2755	954
Mon Sep 17 09:33:27 2018	1537169607	1678	1077	2755	1074
Mon Sep 17 09:33:27 2018	1537169607	1958	797	2755	794
Mon Sep 17 09:33:27 2018	1537169607	1680	1075	2755	1073
Mon Sep 17 09:33:27 2018	1537169607	1958	797	2755	794
Mon Sep 17 09:33:27 2018	1537169607	1967	788	2755	784
Mon Sep 17 09:33:27 2018	1537169607	1695	1060	2755	1057
Mon Sep 17 09:33:27 2018	1537169607	1921	834	2756	831
Mon Sep 17 09:33:27 2018	1537169607	1679	1078	2757	1075
Mon Sep 17 09:32:40 2018	1537169560	1592	1166	2757	1165
Mon Sep 17 09:32:40 2018	1537169560	1592	1166	2758	1165
Mon Sep 17 09:32:40 2018	1537169560	1581	1179	2760	1179
Mon Sep 17 09:32:40 2018	1537169560	1580	1180	2760	1179
Mon Sep 17 09:34:25 2018	1537169665	1467	1294	2761	1293
Mon Sep 17 09:36:17 2018	1537169777	1928	837	2765	837
Mon Sep 17 09:31:05 2018	1537169465	1178	1590	2769	1564
Mon Sep 17 09:34:28 2018	1537169668	1728	1044	2772	1043
Mon Sep 17 09:36:17 2018	1537169777	1725	1048	2773	1045
Mon Sep 17 09:33:19 2018	1537169599	1680	1099	2779	1098
Mon Sep 17 09:33:19 2018	1537169599	1679	1099	2779	1099
Mon Sep 17 09:33:19 2018	1537169599	1680	1099	2779	1098
Mon Sep 17 09:33:19 2018	1537169599	1680	1099	2779	1099
Mon Sep 17 09:33:19 2018	1537169599	1666	1114	2780	1113
Mon Sep 17 09:33:19 2018	1537169599	1680	1099	2780	1099
Mon Sep 17 09:33:19 2018	1537169599	1683	1097	2780	1096
Mon Sep 17 09:33:19 2018	1537169599	1683	1097	2780	1096
Mon Sep 17 09:32:28 2018	1537169548	1567	1214	2781	1149
Mon Sep 17 09:33:15 2018	1537169595	2211	571	2781	570
Mon Sep 17 09:33:15 2018	1537169595	2206	576	2782	574
Mon Sep 17 09:33:15 2018	1537169595	2234	548	2782	541
Mon Sep 17 09:33:15 2018	1537169595	2188	594	2782	593
Mon Sep 17 09:33:15 2018	1537169595	2211	571	2782	570
Mon Sep 17 09:34:45 2018	1537169685	1636	1151	2787	1150
Mon Sep 17 09:31:12 2018	1537169472	2013	779	2792	779
Mon Sep 17 09:33:27 2018	1537169607	1718	1075	2793	1074
Mon Sep 17 09:31:05 2018	1537169465	1204	1590	2794	1564
Mon Sep 17 09:31:05 2018	1537169465	1204	1591	2795	1565
Mon Sep 17 09:34:09 2018	1537169649	1558	1237	2795	1237
Mon Sep 17 09:31:05 2018	1537169465	1204	1591	2795	1566
Mon Sep 17 09:31:05 2018	1537169465	1204	1591	2795	1565
Mon Sep 17 09:31:05 2018	1537169465	1203	1592	2795	1566
Mon Sep 17 09:32:14 2018	1537169534	1850	946	2796	944
Mon Sep 17 09:36:19 2018	1537169779	1204	1592	2796	1529
Mon Sep 17 09:31:05 2018	1537169465	1203	1592	2796	1566
Mon Sep 17 09:31:05 2018	1537169465	1203	1593	2796	1566
Mon Sep 17 09:34:28 2018	1537169668	1753	1043	2796	1043
Mon Sep 17 09:36:19 2018	1537169779	1216	1580	2796	1517
Mon Sep 17 09:32:40 2018	1537169560	2052	745	2797	743
Mon Sep 17 09:36:19 2018	1537169779	2040	758	2797	755
Mon Sep 17 09:36:19 2018	1537169779	1193	1604	2797	1603
Mon Sep 17 09:36:19 2018	1537169779	1180	1617	2797	1615
Mon Sep 17 09:36:19 2018	1537169779	2041	757	2798	755
Mon Sep 17 09:36:19 2018	1537169779	1169	1629	2798	1627
Mon Sep 17 09:36:19 2018	1537169779	2041	758	2798	755
Mon Sep 17 09:36:19 2018	1537169779	2041	757	2798	754
Mon Sep 17 09:34:45 2018	1537169685	1669	1129	2798	1128
Mon Sep 17 09:36:19 2018	1537169779	2042	757	2798	754
Mon Sep 17 09:36:19 2018	1537169779	2050	748	2799	746
Mon Sep 17 09:32:40 2018	1537169560	2054	745	2799	743
Mon Sep 17 09:34:45 2018	1537169685	1666	1134	2800	1133
Mon Sep 17 09:31:12 2018	1537169472	2017	786	2803	785
Mon Sep 17 09:34:19 2018	1537169659	1336	1467	2803	1430
Mon Sep 17 09:34:19 2018	1537169659	1337	1467	2804	1431
Mon Sep 17 09:34:45 2018	1537169685	1670	1135	2806	1134
Mon Sep 17 09:31:25 2018	1537169485	1528	1279	2806	1277
Mon Sep 17 09:31:25 2018	1537169485	1527	1279	2806	1278
Mon Sep 17 09:34:45 2018	1537169685	1671	1138	2809	1136
Mon Sep 17 09:31:41 2018	1537169501	1178	1631	2809	1629
Mon Sep 17 09:34:45 2018	1537169685	1669	1141	2810	1140
Mon Sep 17 09:34:34 2018	1537169674	1700	1111	2811	1108
Mon Sep 17 09:31:41 2018	1537169501	1169	1643	2812	1642
Mon Sep 17 09:34:34 2018	1537169674	1785	1027	2812	1023
Mon Sep 17 09:31:41 2018	1537169501	1169	1644	2812	1642
Mon Sep 17 09:31:41 2018	1537169501	1168	1644	2812	1642
Mon Sep 17 09:34:34 2018	1537169674	1786	1028	2814	1025
Mon Sep 17 09:31:11 2018	1537169471	2028	787	2815	787
Mon Sep 17 09:33:43 2018	1537169623	2272	544	2816	517
Mon Sep 17 09:33:43 2018	1537169623	2275	542	2817	515
Mon Sep 17 09:33:43 2018	1537169623	2312	505	2817	479
Mon Sep 17 09:33:43 2018	1537169623	2309	509	2817	482
Mon Sep 17 09:33:43 2018	1537169623	2274	544	2818	517
Mon Sep 17 09:32:19 2018	1537169539	1964	855	2818	852
Mon Sep 17 09:34:34 2018	1537169674	1708	1111	2819	1108
Mon Sep 17 09:33:43 2018	1537169623	2293	526	2819	499
Mon Sep 17 09:32:28 2018	1537169548	1605	1214	2819	1149
Mon Sep 17 09:32:19 2018	1537169539	1729	1090	2820	1088
Mon Sep 17 09:32:19 2018	1537169539	1729	1090	2820	1088
Mon Sep 17 09:32:19 2018	1537169539	1957	863	2820	860
Mon Sep 17 09:32:19 2018	1537169539	1664	1156	2820	1154
Mon Sep 17 09:32:19 2018	1537169539	1664	1157	2820	1154
Mon Sep 17 09:32:19 2018	1537169539	1730	1091	2820	1088
Mon Sep 17 09:32:19 2018	1537169539	1628	1193	2820	1190
Mon Sep 17 09:32:19 2018	1537169539	1957	864	2821	861
Mon Sep 17 09:32:19 2018	1537169539	1616	1204	2821	1202
Mon Sep 17 09:32:19 2018	1537169539	1782	1039	2821	1036
Mon Sep 17 09:32:19 2018	1537169539	1930	891	2821	889
Mon Sep 17 09:32:19 2018	1537169539	1947	874	2821	872
Mon Sep 17 09:32:19 2018	1537169539	1979	842	2821	839
Mon Sep 17 09:32:19 2018	1537169539	1940	881	2821	879
