starttime	seconds	ctime	dtime	ttime	wait
Mon Sep 17 09:32:54 2018	1537169574	1434	518	1952	516
Mon Sep 17 09:32:46 2018	1537169566	788	1164	1952	1163
Mon Sep 17 09:32:17 2018	1537169537	1438	515	1953	511
Mon Sep 17 09:34:53 2018	1537169693	904	1049	1953	1049
Mon Sep 17 09:35:23 2018	1537169723	1202	752	1953	751
Mon Sep 17 09:34:47 2018	1537169687	1447	506	1953	500
Mon Sep 17 09:32:46 2018	1537169566	829	1124	1953	1123
Mon Sep 17 09:35:32 2018	1537169732	1684	270	1953	269
Mon Sep 17 09:34:53 2018	1537169693	904	1050	1954	1049
Mon Sep 17 09:32:54 2018	1537169574	1472	481	1954	479
Mon Sep 17 09:32:46 2018	1537169566	789	1165	1954	1164
Mon Sep 17 09:33:36 2018	1537169616	1454	500	1954	499
Mon Sep 17 09:35:32 2018	1537169732	1670	285	1955	284
Mon Sep 17 09:33:53 2018	1537169633	1598	357	1955	354
Mon Sep 17 09:36:06 2018	1537169766	1199	756	1955	755
Mon Sep 17 09:34:22 2018	1537169662	1147	808	1955	790
Mon Sep 17 09:33:53 2018	1537169633	1597	358	1955	355
Mon Sep 17 09:33:53 2018	1537169633	1598	358	1955	355
Mon Sep 17 09:34:47 2018	1537169687	1455	501	1955	501
Mon Sep 17 09:35:14 2018	1537169714	1387	569	1956	567
Mon Sep 17 09:36:15 2018	1537169775	1838	117	1956	100
Mon Sep 17 09:36:15 2018	1537169775	1794	162	1956	162
Mon Sep 17 09:32:33 2018	1537169553	1314	643	1956	639
Mon Sep 17 09:33:36 2018	1537169616	1454	502	1956	500
Mon Sep 17 09:34:47 2018	1537169687	1745	212	1957	205
Mon Sep 17 09:33:36 2018	1537169616	1455	502	1957	500
Mon Sep 17 09:35:14 2018	1537169714	1389	569	1957	567
Mon Sep 17 09:35:14 2018	1537169714	1389	568	1957	567
Mon Sep 17 09:36:17 2018	1537169777	1648	310	1957	309
Mon Sep 17 09:34:45 2018	1537169685	1842	115	1957	115
Mon Sep 17 09:35:14 2018	1537169714	1389	569	1958	567
Mon Sep 17 09:32:54 2018	1537169574	1188	770	1958	766
Mon Sep 17 09:36:17 2018	1537169777	1648	310	1958	309
Mon Sep 17 09:34:45 2018	1537169685	1842	116	1958	116
Mon Sep 17 09:34:22 2018	1537169662	1137	821	1958	803
Mon Sep 17 09:36:15 2018	1537169775	1769	189	1958	177
Mon Sep 17 09:34:22 2018	1537169662	1150	808	1958	790
Mon Sep 17 09:35:14 2018	1537169714	1384	575	1958	573
Mon Sep 17 09:31:10 2018	1537169470	1750	208	1958	197
Mon Sep 17 09:34:31 2018	1537169671	284	1675	1959	1674
Mon Sep 17 09:35:14 2018	1537169714	1387	572	1959	568
Mon Sep 17 09:34:22 2018	1537169662	1138	821	1959	803
Mon Sep 17 09:34:51 2018	1537169691	817	1142	1959	1141
Mon Sep 17 09:32:54 2018	1537169574	1478	481	1959	479
Mon Sep 17 09:36:15 2018	1537169775	1770	190	1959	189
Mon Sep 17 09:31:50 2018	1537169510	1375	584	1959	583
Mon Sep 17 09:34:51 2018	1537169691	817	1143	1960	1140
Mon Sep 17 09:31:50 2018	1537169510	1385	575	1960	573
Mon Sep 17 09:31:50 2018	1537169510	1376	584	1960	582
Mon Sep 17 09:34:31 2018	1537169671	1169	792	1960	789
Mon Sep 17 09:35:40 2018	1537169740	1597	363	1960	359
Mon Sep 17 09:33:02 2018	1537169582	888	1072	1961	1022
Mon Sep 17 09:32:30 2018	1537169550	1482	480	1962	457
Mon Sep 17 09:34:00 2018	1537169640	1600	362	1962	362
Mon Sep 17 09:34:55 2018	1537169695	1308	654	1962	653
Mon Sep 17 09:32:30 2018	1537169550	1458	504	1962	481
Mon Sep 17 09:32:30 2018	1537169550	1470	493	1963	469
Mon Sep 17 09:32:30 2018	1537169550	1480	482	1963	480
Mon Sep 17 09:36:15 2018	1537169775	1737	225	1963	225
Mon Sep 17 09:34:55 2018	1537169695	1321	641	1963	640
Mon Sep 17 09:32:30 2018	1537169550	1458	505	1963	482
Mon Sep 17 09:32:30 2018	1537169550	1469	494	1963	491
Mon Sep 17 09:32:30 2018	1537169550	1469	494	1963	492
Mon Sep 17 09:36:20 2018	1537169780	1206	758	1963	755
Mon Sep 17 09:32:17 2018	1537169537	1674	290	1964	284
Mon Sep 17 09:34:31 2018	1537169671	1140	826	1965	818
Mon Sep 17 09:34:12 2018	1537169652	1297	669	1965	668
Mon Sep 17 09:34:31 2018	1537169671	1194	772	1966	764
Mon Sep 17 09:34:55 2018	1537169695	1325	641	1966	640
Mon Sep 17 09:32:17 2018	1537169537	1452	515	1966	511
Mon Sep 17 09:32:14 2018	1537169534	1819	148	1966	148
Mon Sep 17 09:35:15 2018	1537169715	858	1108	1967	1108
Mon Sep 17 09:35:15 2018	1537169715	846	1121	1967	1120
Mon Sep 17 09:35:15 2018	1537169715	846	1121	1967	1120
Mon Sep 17 09:35:04 2018	1537169704	1097	870	1967	869
Mon Sep 17 09:32:00 2018	1537169520	877	1090	1967	1067
Mon Sep 17 09:35:04 2018	1537169704	1097	871	1967	870
Mon Sep 17 09:34:55 2018	1537169695	1324	643	1967	641
Mon Sep 17 09:32:14 2018	1537169534	1805	162	1967	162
Mon Sep 17 09:35:04 2018	1537169704	1134	833	1967	832
Mon Sep 17 09:34:00 2018	1537169640	1604	364	1968	363
Mon Sep 17 09:31:31 2018	1537169491	1313	655	1968	654
Mon Sep 17 09:36:15 2018	1537169775	1762	206	1968	198
Mon Sep 17 09:31:31 2018	1537169491	1313	655	1969	655
Mon Sep 17 09:35:04 2018	1537169704	1121	847	1969	847
Mon Sep 17 09:34:55 2018	1537169695	1325	644	1969	642
Mon Sep 17 09:35:04 2018	1537169704	1134	835	1969	835
Mon Sep 17 09:34:31 2018	1537169671	1248	722	1970	705
Mon Sep 17 09:34:31 2018	1537169671	1194	776	1970	764
Mon Sep 17 09:36:15 2018	1537169775	1882	88	1970	88
Mon Sep 17 09:34:55 2018	1537169695	1323	647	1970	646
Mon Sep 17 09:36:15 2018	1537169775	1863	108	1970	100
Mon Sep 17 09:34:31 2018	1537169671	1248	723	1971	706
Mon Sep 17 09:34:31 2018	1537169671	1237	734	1971	717
Mon Sep 17 09:34:55 2018	1537169695	1325	646	1971	643
Mon Sep 17 09:34:31 2018	1537169671	1222	749	1971	734
Mon Sep 17 09:35:04 2018	1537169704	1119	852	1971	848
Mon Sep 17 09:33:07 2018	1537169587	1142	830	1971	829
Mon Sep 17 09:31:25 2018	1537169485	1417	554	1971	554
Mon Sep 17 09:35:04 2018	1537169704	1134	838	1971	834
Mon Sep 17 09:34:55 2018	1537169695	1324	647	1972	646
Mon Sep 17 09:34:55 2018	1537169695	1325	647	1972	646
Mon Sep 17 09:33:07 2018	1537169587	1143	829	1972	829
Mon Sep 17 09:36:15 2018	1537169775	1882	90	1972	90
Mon Sep 17 09:35:04 2018	1537169704	1134	838	1972	835
Mon Sep 17 09:34:55 2018	1537169695	1325	647	1973	647
Mon Sep 17 09:35:36 2018	1537169736	746	1227	1973	1226
Mon Sep 17 09:33:07 2018	1537169587	1143	830	1973	829
Mon Sep 17 09:35:23 2018	1537169723	934	1039	1973	972
Mon Sep 17 09:35:23 2018	1537169723	932	1041	1973	975
Mon Sep 17 09:34:55 2018	1537169695	1325	648	1973	647
Mon Sep 17 09:34:00 2018	1537169640	1609	364	1973	363
Mon Sep 17 09:35:23 2018	1537169723	919	1055	1973	988
Mon Sep 17 09:35:23 2018	1537169723	985	989	1973	922
Mon Sep 17 09:35:23 2018	1537169723	997	977	1974	911
Mon Sep 17 09:36:15 2018	1537169775	1882	92	1974	92
Mon Sep 17 09:32:52 2018	1537169572	1182	792	1974	791
Mon Sep 17 09:35:23 2018	1537169723	985	989	1974	923
Mon Sep 17 09:35:23 2018	1537169723	967	1007	1974	941
Mon Sep 17 09:35:23 2018	1537169723	985	989	1974	923
Mon Sep 17 09:32:54 2018	1537169574	1506	468	1974	468
Mon Sep 17 09:35:23 2018	1537169723	957	1018	1975	951
Mon Sep 17 09:34:31 2018	1537169671	1904	70	1975	70
Mon Sep 17 09:34:31 2018	1537169671	1894	81	1975	77
Mon Sep 17 09:34:31 2018	1537169671	1895	81	1976	81
Mon Sep 17 09:31:32 2018	1537169492	1182	793	1976	792
Mon Sep 17 09:34:31 2018	1537169671	1902	75	1976	74
Mon Sep 17 09:31:00 2018	1537169460	1587	389	1976	213
Mon Sep 17 09:31:00 2018	1537169460	1619	357	1976	181
Mon Sep 17 09:31:00 2018	1537169460	1682	295	1976	119
Mon Sep 17 09:31:00 2018	1537169460	1682	295	1976	119
Mon Sep 17 09:34:31 2018	1537169671	1902	75	1977	71
Mon Sep 17 09:32:36 2018	1537169556	931	1045	1977	1033
Mon Sep 17 09:31:00 2018	1537169460	1651	325	1977	149
Mon Sep 17 09:32:36 2018	1537169556	996	980	1977	968
Mon Sep 17 09:31:00 2018	1537169460	1817	160	1977	157
Mon Sep 17 09:32:36 2018	1537169556	985	992	1977	980
Mon Sep 17 09:32:33 2018	1537169553	1283	694	1977	693
Mon Sep 17 09:31:00 2018	1537169460	1587	391	1977	388
Mon Sep 17 09:31:00 2018	1537169460	1800	177	1977	174
Mon Sep 17 09:31:00 2018	1537169460	1802	176	1977	173
Mon Sep 17 09:31:00 2018	1537169460	1801	177	1977	173
Mon Sep 17 09:31:00 2018	1537169460	1842	135	1977	132
Mon Sep 17 09:31:35 2018	1537169495	1133	844	1978	843
Mon Sep 17 09:31:00 2018	1537169460	1801	177	1978	174
Mon Sep 17 09:31:00 2018	1537169460	1801	177	1978	174
Mon Sep 17 09:31:00 2018	1537169460	1801	177	1978	174
Mon Sep 17 09:31:00 2018	1537169460	1801	177	1978	174
Mon Sep 17 09:31:00 2018	1537169460	1801	177	1978	174
Mon Sep 17 09:31:00 2018	1537169460	1569	409	1978	406
Mon Sep 17 09:31:00 2018	1537169460	1755	223	1978	220
Mon Sep 17 09:34:12 2018	1537169652	1296	682	1978	669
Mon Sep 17 09:32:33 2018	1537169553	1333	645	1978	641
Mon Sep 17 09:31:32 2018	1537169492	1175	803	1978	802
Mon Sep 17 09:36:15 2018	1537169775	1604	374	1978	374
Mon Sep 17 09:31:00 2018	1537169460	1555	423	1978	420
Mon Sep 17 09:36:15 2018	1537169775	1586	392	1978	388
Mon Sep 17 09:35:15 2018	1537169715	858	1120	1978	1119
Mon Sep 17 09:35:15 2018	1537169715	846	1132	1978	1132
Mon Sep 17 09:32:33 2018	1537169553	1317	661	1979	658
Mon Sep 17 09:35:15 2018	1537169715	830	1149	1979	1137
Mon Sep 17 09:36:15 2018	1537169775	1882	97	1979	89
Mon Sep 17 09:36:15 2018	1537169775	1751	228	1979	221
Mon Sep 17 09:34:31 2018	1537169671	1903	77	1979	75
Mon Sep 17 09:36:15 2018	1537169775	1586	393	1979	388
Mon Sep 17 09:32:33 2018	1537169553	1318	662	1979	658
Mon Sep 17 09:32:52 2018	1537169572	1275	704	1980	704
Mon Sep 17 09:32:52 2018	1537169572	1305	675	1980	674
Mon Sep 17 09:32:52 2018	1537169572	1305	675	1980	674
Mon Sep 17 09:32:52 2018	1537169572	1230	750	1980	745
Mon Sep 17 09:33:41 2018	1537169621	1812	168	1980	168
Mon Sep 17 09:32:33 2018	1537169553	1318	662	1980	658
Mon Sep 17 09:32:08 2018	1537169528	599	1381	1981	1336
Mon Sep 17 09:32:54 2018	1537169574	1499	482	1981	479
Mon Sep 17 09:32:08 2018	1537169528	410	1570	1981	1525
Mon Sep 17 09:31:32 2018	1537169492	1179	802	1981	801
Mon Sep 17 09:32:52 2018	1537169572	1181	800	1981	800
Mon Sep 17 09:31:32 2018	1537169492	1179	803	1981	801
Mon Sep 17 09:36:25 2018	1537169785	1160	822	1982	809
Mon Sep 17 09:32:08 2018	1537169528	703	1279	1982	1276
Mon Sep 17 09:32:08 2018	1537169528	703	1279	1982	1276
Mon Sep 17 09:34:08 2018	1537169648	895	1087	1982	1087
Mon Sep 17 09:31:32 2018	1537169492	1178	804	1982	803
Mon Sep 17 09:32:03 2018	1537169523	785	1198	1983	1190
Mon Sep 17 09:32:03 2018	1537169523	785	1198	1983	1190
Mon Sep 17 09:36:15 2018	1537169775	1603	379	1983	370
Mon Sep 17 09:34:00 2018	1537169640	1619	365	1983	364
Mon Sep 17 09:36:00 2018	1537169760	1154	829	1983	826
Mon Sep 17 09:32:03 2018	1537169523	1378	605	1983	597
Mon Sep 17 09:32:03 2018	1537169523	774	1209	1983	1201
Mon Sep 17 09:32:03 2018	1537169523	1378	605	1983	597
Mon Sep 17 09:32:03 2018	1537169523	1379	605	1983	597
Mon Sep 17 09:34:32 2018	1537169672	1831	152	1984	152
Mon Sep 17 09:34:47 2018	1537169687	1475	508	1984	508
Mon Sep 17 09:32:03 2018	1537169523	1378	605	1984	597
Mon Sep 17 09:34:02 2018	1537169642	1481	503	1984	502
Mon Sep 17 09:32:52 2018	1537169572	1317	668	1985	667
Mon Sep 17 09:32:36 2018	1537169556	940	1045	1985	1045
Mon Sep 17 09:32:52 2018	1537169572	1373	612	1985	610
Mon Sep 17 09:32:36 2018	1537169556	960	1025	1985	1025
Mon Sep 17 09:31:58 2018	1537169518	997	989	1985	876
Mon Sep 17 09:32:36 2018	1537169556	964	1021	1986	1021
Mon Sep 17 09:32:36 2018	1537169556	967	1019	1986	1018
Mon Sep 17 09:31:58 2018	1537169518	1024	961	1986	943
Mon Sep 17 09:31:58 2018	1537169518	1011	975	1986	956
Mon Sep 17 09:32:52 2018	1537169572	1373	613	1986	610
Mon Sep 17 09:32:52 2018	1537169572	1340	646	1986	644
Mon Sep 17 09:34:02 2018	1537169642	1481	505	1986	503
Mon Sep 17 09:35:21 2018	1537169721	1155	831	1986	820
Mon Sep 17 09:32:02 2018	1537169522	1191	796	1987	664
Mon Sep 17 09:36:29 2018	1537169789	1398	589	1987	589
Mon Sep 17 09:31:28 2018	1537169488	1670	317	1987	312
Mon Sep 17 09:36:29 2018	1537169789	1367	620	1987	620
Mon Sep 17 09:35:21 2018	1537169721	1198	789	1987	777
Mon Sep 17 09:35:25 2018	1537169725	905	1083	1987	1065
Mon Sep 17 09:31:28 2018	1537169488	1710	278	1987	272
Mon Sep 17 09:31:28 2018	1537169488	1534	454	1988	448
Mon Sep 17 09:35:21 2018	1537169721	1198	790	1988	788
Mon Sep 17 09:33:07 2018	1537169587	1145	843	1988	842
Mon Sep 17 09:34:31 2018	1537169671	1903	85	1988	82
Mon Sep 17 09:34:47 2018	1537169687	1470	518	1988	513
Mon Sep 17 09:35:21 2018	1537169721	1198	790	1988	788
Mon Sep 17 09:34:02 2018	1537169642	1445	543	1988	542
Mon Sep 17 09:36:29 2018	1537169789	1413	576	1989	576
Mon Sep 17 09:34:02 2018	1537169642	1445	544	1989	542
Mon Sep 17 09:35:21 2018	1537169721	906	1082	1989	1070
Mon Sep 17 09:36:29 2018	1537169789	1413	576	1989	576
Mon Sep 17 09:34:02 2018	1537169642	1471	518	1989	516
Mon Sep 17 09:34:02 2018	1537169642	1471	518	1989	516
Mon Sep 17 09:35:21 2018	1537169721	922	1068	1989	1056
Mon Sep 17 09:34:02 2018	1537169642	1423	566	1989	565
Mon Sep 17 09:34:02 2018	1537169642	1445	544	1989	542
Mon Sep 17 09:34:02 2018	1537169642	1484	505	1989	503
Mon Sep 17 09:34:02 2018	1537169642	1445	545	1990	543
Mon Sep 17 09:34:02 2018	1537169642	1445	545	1990	543
Mon Sep 17 09:35:21 2018	1537169721	939	1051	1990	1039
Mon Sep 17 09:35:21 2018	1537169721	930	1060	1990	1048
Mon Sep 17 09:35:21 2018	1537169721	931	1059	1990	1047
Mon Sep 17 09:34:47 2018	1537169687	1486	504	1990	499
Mon Sep 17 09:35:21 2018	1537169721	938	1052	1990	1039
Mon Sep 17 09:34:02 2018	1537169642	1471	519	1990	517
Mon Sep 17 09:34:02 2018	1537169642	1444	546	1990	544
Mon Sep 17 09:34:02 2018	1537169642	1445	545	1990	543
Mon Sep 17 09:35:21 2018	1537169721	922	1068	1990	1056
Mon Sep 17 09:34:31 2018	1537169671	1905	85	1991	81
Mon Sep 17 09:34:02 2018	1537169642	1444	547	1991	544
Mon Sep 17 09:35:21 2018	1537169721	938	1052	1991	1039
Mon Sep 17 09:34:02 2018	1537169642	1444	548	1991	545
Mon Sep 17 09:33:04 2018	1537169584	1258	734	1991	732
Mon Sep 17 09:32:50 2018	1537169570	1379	612	1992	611
Mon Sep 17 09:34:53 2018	1537169693	599	1394	1992	1393
Mon Sep 17 09:32:50 2018	1537169570	1379	613	1993	612
Mon Sep 17 09:32:50 2018	1537169570	1380	613	1993	612
Mon Sep 17 09:32:50 2018	1537169570	1380	613	1993	612
Mon Sep 17 09:34:53 2018	1537169693	664	1329	1993	1329
Mon Sep 17 09:35:21 2018	1537169721	1205	789	1994	777
Mon Sep 17 09:33:03 2018	1537169583	1004	990	1994	989
Mon Sep 17 09:33:37 2018	1537169617	716	1278	1994	1278
Mon Sep 17 09:31:50 2018	1537169510	1408	586	1994	585
Mon Sep 17 09:33:37 2018	1537169617	702	1292	1994	1291
Mon Sep 17 09:33:03 2018	1537169583	1004	990	1994	989
Mon Sep 17 09:34:53 2018	1537169693	578	1417	1994	1416
Mon Sep 17 09:35:21 2018	1537169721	1179	816	1995	804
Mon Sep 17 09:35:24 2018	1537169724	1037	958	1995	930
Mon Sep 17 09:34:31 2018	1537169671	1909	86	1995	66
Mon Sep 17 09:35:21 2018	1537169721	1205	790	1995	777
Mon Sep 17 09:35:21 2018	1537169721	1179	816	1995	804
Mon Sep 17 09:35:21 2018	1537169721	1205	790	1995	788
Mon Sep 17 09:34:50 2018	1537169690	1219	777	1996	776
Mon Sep 17 09:35:21 2018	1537169721	1206	790	1996	788
Mon Sep 17 09:35:21 2018	1537169721	1179	817	1996	815
Mon Sep 17 09:31:50 2018	1537169510	1409	587	1997	586
Mon Sep 17 09:35:21 2018	1537169721	1179	818	1997	816
Mon Sep 17 09:35:42 2018	1537169742	1329	668	1997	666
Mon Sep 17 09:31:50 2018	1537169510	1409	588	1997	587
Mon Sep 17 09:36:15 2018	1537169775	1891	106	1997	105
Mon Sep 17 09:35:42 2018	1537169742	1329	668	1997	666
Mon Sep 17 09:31:50 2018	1537169510	1408	589	1997	587
Mon Sep 17 09:34:00 2018	1537169640	1633	364	1998	364
Mon Sep 17 09:34:00 2018	1537169640	1635	364	1999	364
Mon Sep 17 09:31:26 2018	1537169486	765	1235	1999	1231
Mon Sep 17 09:31:26 2018	1537169486	768	1232	2000	1230
Mon Sep 17 09:31:26 2018	1537169486	768	1232	2000	1231
Mon Sep 17 09:34:47 2018	1537169687	1488	512	2000	510
Mon Sep 17 09:36:15 2018	1537169775	1882	119	2001	101
Mon Sep 17 09:34:45 2018	1537169685	1844	158	2001	157
Mon Sep 17 09:31:26 2018	1537169486	749	1253	2002	1251
Mon Sep 17 09:33:35 2018	1537169615	1111	891	2002	891
Mon Sep 17 09:31:38 2018	1537169498	847	1155	2002	1155
Mon Sep 17 09:33:03 2018	1537169583	962	1041	2002	1040
Mon Sep 17 09:36:15 2018	1537169775	1881	122	2002	106
Mon Sep 17 09:33:35 2018	1537169615	1123	880	2003	879
Mon Sep 17 09:33:03 2018	1537169583	1014	989	2003	988
Mon Sep 17 09:34:06 2018	1537169646	1083	919	2003	879
Mon Sep 17 09:34:06 2018	1537169646	1097	906	2003	865
Mon Sep 17 09:34:06 2018	1537169646	1096	907	2003	865
Mon Sep 17 09:33:35 2018	1537169615	1122	881	2003	879
Mon Sep 17 09:34:06 2018	1537169646	1097	906	2003	865
Mon Sep 17 09:34:06 2018	1537169646	1097	906	2003	865
Mon Sep 17 09:34:47 2018	1537169687	1494	509	2003	509
Mon Sep 17 09:34:06 2018	1537169646	1098	906	2003	865
Mon Sep 17 09:31:26 2018	1537169486	768	1235	2003	1232
Mon Sep 17 09:32:01 2018	1537169521	1226	778	2004	776
Mon Sep 17 09:33:03 2018	1537169583	1014	989	2004	988
Mon Sep 17 09:34:47 2018	1537169687	1488	516	2004	515
Mon Sep 17 09:34:19 2018	1537169659	1321	683	2004	683
Mon Sep 17 09:34:19 2018	1537169659	1321	683	2004	683
Mon Sep 17 09:32:50 2018	1537169570	1391	613	2004	612
Mon Sep 17 09:34:19 2018	1537169659	1321	684	2005	683
Mon Sep 17 09:31:39 2018	1537169499	1388	617	2005	615
Mon Sep 17 09:32:50 2018	1537169570	1392	614	2005	612
Mon Sep 17 09:31:26 2018	1537169486	784	1222	2006	1221
Mon Sep 17 09:33:03 2018	1537169583	976	1029	2006	1028
Mon Sep 17 09:33:03 2018	1537169583	1018	989	2006	988
Mon Sep 17 09:36:05 2018	1537169765	1064	942	2007	942
Mon Sep 17 09:33:35 2018	1537169615	1112	895	2007	891
Mon Sep 17 09:33:03 2018	1537169583	1017	990	2007	988
Mon Sep 17 09:34:47 2018	1537169687	1488	519	2007	514
Mon Sep 17 09:31:39 2018	1537169499	1391	616	2007	615
Mon Sep 17 09:31:33 2018	1537169493	740	1268	2008	1255
Mon Sep 17 09:32:00 2018	1537169520	707	1301	2008	1250
Mon Sep 17 09:32:54 2018	1537169574	1506	502	2008	500
Mon Sep 17 09:36:15 2018	1537169775	1890	119	2009	108
Mon Sep 17 09:32:00 2018	1537169520	706	1304	2009	1251
Mon Sep 17 09:32:00 2018	1537169520	684	1325	2009	1272
Mon Sep 17 09:32:00 2018	1537169520	681	1328	2010	1275
Mon Sep 17 09:31:35 2018	1537169495	1455	555	2010	527
Mon Sep 17 09:32:02 2018	1537169522	1202	807	2010	676
Mon Sep 17 09:32:00 2018	1537169520	735	1275	2010	1222
Mon Sep 17 09:32:00 2018	1537169520	735	1275	2010	1222
Mon Sep 17 09:33:03 2018	1537169583	923	1087	2010	1086
Mon Sep 17 09:32:00 2018	1537169520	729	1281	2010	1228
Mon Sep 17 09:33:41 2018	1537169621	1816	194	2010	192
Mon Sep 17 09:32:00 2018	1537169520	721	1290	2010	1236
Mon Sep 17 09:35:36 2018	1537169736	1322	688	2011	688
Mon Sep 17 09:36:15 2018	1537169775	1881	130	2011	116
Mon Sep 17 09:33:03 2018	1537169583	1021	990	2011	989
Mon Sep 17 09:31:39 2018	1537169499	1415	596	2011	595
Mon Sep 17 09:33:03 2018	1537169583	1021	990	2011	989
Mon Sep 17 09:31:28 2018	1537169488	1617	395	2012	389
Mon Sep 17 09:33:03 2018	1537169583	1022	990	2012	989
Mon Sep 17 09:33:03 2018	1537169583	1022	990	2012	989
Mon Sep 17 09:33:03 2018	1537169583	1036	977	2013	976
Mon Sep 17 09:31:28 2018	1537169488	1603	410	2013	405
Mon Sep 17 09:31:28 2018	1537169488	1618	395	2013	389
Mon Sep 17 09:35:36 2018	1537169736	1426	587	2013	587
Mon Sep 17 09:33:36 2018	1537169616	1376	637	2014	636
Mon Sep 17 09:35:36 2018	1537169736	1410	604	2014	603
Mon Sep 17 09:35:36 2018	1537169736	1427	587	2014	587
Mon Sep 17 09:35:36 2018	1537169736	1427	587	2014	587
Mon Sep 17 09:31:28 2018	1537169488	1618	396	2014	391
Mon Sep 17 09:32:54 2018	1537169574	1511	503	2014	501
Mon Sep 17 09:32:54 2018	1537169574	1511	503	2014	501
Mon Sep 17 09:32:52 2018	1537169572	1626	388	2015	388
Mon Sep 17 09:34:21 2018	1537169661	878	1137	2015	1136
Mon Sep 17 09:32:37 2018	1537169557	1155	861	2015	846
Mon Sep 17 09:34:31 2018	1537169671	1901	114	2015	94
Mon Sep 17 09:31:33 2018	1537169493	740	1276	2015	1255
Mon Sep 17 09:34:47 2018	1537169687	1804	212	2015	206
Mon Sep 17 09:34:21 2018	1537169661	878	1138	2015	1136
Mon Sep 17 09:32:54 2018	1537169574	1510	506	2016	503
Mon Sep 17 09:32:54 2018	1537169574	1498	518	2016	515
Mon Sep 17 09:31:14 2018	1537169474	1204	812	2016	811
Mon Sep 17 09:32:37 2018	1537169557	1155	861	2016	847
Mon Sep 17 09:32:37 2018	1537169557	1155	861	2016	847
Mon Sep 17 09:31:33 2018	1537169493	1010	1006	2016	986
Mon Sep 17 09:32:37 2018	1537169557	1155	861	2016	847
Mon Sep 17 09:32:37 2018	1537169557	1142	874	2016	860
Mon Sep 17 09:32:37 2018	1537169557	1142	874	2016	859
Mon Sep 17 09:34:21 2018	1537169661	879	1137	2016	1136
Mon Sep 17 09:31:35 2018	1537169495	1459	557	2016	555
Mon Sep 17 09:32:54 2018	1537169574	1498	518	2016	516
Mon Sep 17 09:33:41 2018	1537169621	1848	168	2016	168
Mon Sep 17 09:32:37 2018	1537169557	1155	861	2016	847
Mon Sep 17 09:31:14 2018	1537169474	1204	812	2016	812
Mon Sep 17 09:34:36 2018	1537169676	1918	98	2016	96
Mon Sep 17 09:32:37 2018	1537169557	1155	862	2016	847
Mon Sep 17 09:32:37 2018	1537169557	1155	862	2016	847
Mon Sep 17 09:32:00 2018	1537169520	735	1282	2016	1222
Mon Sep 17 09:32:37 2018	1537169557	1142	874	2016	860
Mon Sep 17 09:34:31 2018	1537169671	1902	115	2016	113
Mon Sep 17 09:33:36 2018	1537169616	1376	641	2016	636
Mon Sep 17 09:35:36 2018	1537169736	1410	606	2017	602
Mon Sep 17 09:32:37 2018	1537169557	1155	862	2017	848
Mon Sep 17 09:35:42 2018	1537169742	1383	634	2017	632
Mon Sep 17 09:32:37 2018	1537169557	1155	862	2017	848
Mon Sep 17 09:34:31 2018	1537169671	1901	116	2017	114
Mon Sep 17 09:34:31 2018	1537169671	1902	115	2017	113
Mon Sep 17 09:31:35 2018	1537169495	1459	558	2017	556
Mon Sep 17 09:35:36 2018	1537169736	1426	591	2017	587
Mon Sep 17 09:34:31 2018	1537169671	1903	115	2018	95
Mon Sep 17 09:32:37 2018	1537169557	1144	874	2018	859
Mon Sep 17 09:34:31 2018	1537169671	1902	116	2018	114
Mon Sep 17 09:36:15 2018	1537169775	1887	131	2018	115
Mon Sep 17 09:31:35 2018	1537169495	1459	559	2018	556
Mon Sep 17 09:31:35 2018	1537169495	1459	559	2018	556
Mon Sep 17 09:34:31 2018	1537169671	1903	116	2018	95
Mon Sep 17 09:31:33 2018	1537169493	1061	958	2019	934
Mon Sep 17 09:31:33 2018	1537169493	1088	931	2019	908
Mon Sep 17 09:31:33 2018	1537169493	1003	1016	2019	992
Mon Sep 17 09:33:03 2018	1537169583	954	1066	2020	1065
Mon Sep 17 09:33:41 2018	1537169621	1827	193	2020	190
Mon Sep 17 09:36:15 2018	1537169775	1890	131	2021	115
Mon Sep 17 09:35:23 2018	1537169723	1282	738	2021	738
Mon Sep 17 09:34:31 2018	1537169671	1904	117	2021	116
Mon Sep 17 09:35:23 2018	1537169723	1283	738	2021	738
Mon Sep 17 09:32:50 2018	1537169570	1408	613	2021	612
Mon Sep 17 09:32:54 2018	1537169574	1504	518	2021	516
Mon Sep 17 09:35:23 2018	1537169723	1283	738	2022	726
Mon Sep 17 09:31:14 2018	1537169474	1209	812	2022	811
Mon Sep 17 09:34:31 2018	1537169671	1923	100	2022	93
